domain,content-security-policy,contribute,cookies,cross-origin-resource-sharing,public-key-pinning,redirection,referrer-policy,strict-transport-security,subresource-integrity,x-content-type-options,x-frame-options,x-xss-protection,known-redirection
amtrakoig.gov,0,1,1,1,1,1,1,1,0,1,1,0
acus.gov,0,1,1,1,1,1,1,1,0,0,0,0
achp.gov,0,0,1,1,1,0,1,0,0,0,1,0
preserveamerica.gov,2,2,2,2,2,2,2,2,2,2,2,2
abmc.gov,0,1,1,1,1,1,1,0,0,1,1,0
arc.gov,0,1,1,1,1,1,1,0,0,0,1,0
asc.gov,0,1,1,1,1,0,1,0,1,0,0,0,3
goldwaterscholarship.gov,0,1,1,1,1,1,1,1,1,1,0,0
cia.gov,0,1,1,1,1,0,1,0,1,0,0,0
nctc.gov,2,2,2,2,2,2,2,2,2,2,2,2
odci.gov,2,2,2,2,2,2,2,2,2,2,2,2
opensource.gov,2,2,2,2,2,2,2,2,2,2,2,2
csb.gov,0,0,1,0,1,0,1,0,0,0,1,0
safetyvideos.gov,2,2,2,2,2,2,2,2,2,2,2,2
cap.gov,2,2,2,2,2,2,2,2,2,2,2,2
capnhq.gov,0,1,1,1,1,1,1,1,0,1,1,1
cftc.gov,0,1,1,1,1,1,1,1,0,1,1,0
smartcheck.gov,2,2,2,2,2,2,2,2,2,2,2,2
whistleblower.gov,0,1,1,1,1,1,1,1,0,1,1,0
bcfp.gov,2,2,2,2,2,2,2,2,2,2,2,2
cfpa.gov,2,2,2,2,2,2,2,2,2,2,2,2
cfpb.gov,2,2,2,2,2,2,2,2,2,2,2,2
consumerbureau.gov,2,2,2,2,2,2,2,2,2,2,2,2
consumerfinance.gov,0,1,1,1,1,1,1,1,1,0,0,0
consumerfinancial.gov,2,2,2,2,2,2,2,2,2,2,2,2
consumerfinancialbureau.gov,0,1,1,1,1,0,1,0,1,0,0,0,3
consumerfinancialprotectionbureau.gov,2,2,2,2,2,2,2,2,2,2,2,2
consumerprotection.gov,2,2,2,2,2,2,2,2,2,2,2,2
consumerprotectionbureau.gov,2,2,2,2,2,2,2,2,2,2,2,2
mimm.gov,0,1,1,1,1,1,1,1,0,0,0,0
anchorit.gov,0,0,1,1,1,1,1,1,0,0,1,0
atvsafety.gov,2,2,2,2,2,2,2,2,2,2,2,2
cpsc.gov,0,1,1,1,1,1,1,1,0,1,1,0
drywallresponse.gov,2,2,2,2,2,2,2,2,2,2,2,2
poolsafely.gov,0,0,1,1,1,1,1,1,0,0,1,0
poolsafety.gov,2,2,2,2,2,2,2,2,2,2,2,2
recalls.gov,0,0,1,1,1,1,1,1,1,0,1,0
saferproduct.gov,2,2,2,2,2,2,2,2,2,2,2,2
saferproducts.gov,0,0,1,1,1,1,1,1,0,0,1,0
seguridadconsumidor.gov,2,2,2,2,2,2,2,2,2,2,2,2
americorps.gov,0,1,1,1,1,1,1,1,0,1,1,0
joinamericorps.gov,2,2,2,2,2,2,2,2,2,2,2,2
mentor.gov,2,2,2,2,2,2,2,2,2,2,2,2
mlkday.gov,2,2,2,2,2,2,2,2,2,2,2,2
nationalservice.gov,2,2,2,2,2,2,2,2,2,2,2,2
presidentialserviceawards.gov,0,0,1,1,1,1,1,1,0,1,1,1
serve.gov,2,2,2,2,2,2,2,2,2,2,2,2
vistacampus.gov,2,2,2,2,2,2,2,2,2,2,2,2
volunteeringinamerica.gov,2,2,2,2,2,2,2,2,2,2,2,2
americorpsoig.gov,0,0,1,1,1,1,1,1,0,0,0,1
cncsoig.gov,0,1,1,1,1,0,1,0,1,0,0,0,3
ignet.gov,0,0,1,1,1,1,1,1,0,0,0,1
oversight.gov,0,0,1,1,1,0,1,1,0,1,1,1
pandemicoversight.gov,0,1,1,1,1,1,1,1,0,1,1,0
csosa.gov,0,1,1,1,1,1,1,1,0,0,0,0
pretrialservices.gov,0,1,1,1,1,1,1,1,0,1,1,0,3
psa.gov,0,1,1,1,1,1,1,1,0,1,1,0,3
dra.gov,0,0,1,1,1,0,1,0,0,0,0,0
denali.gov,0,1,1,1,1,1,1,1,0,1,0,1
2020census.gov,0,1,1,1,1,0,1,0,1,0,0,0,3
ap.gov,2,2,2,2,2,2,2,2,2,2,2,2
aviationweather.gov,0,0,1,1,1,1,1,1,1,0,0,0,3
bea.gov,0,1,1,1,1,1,1,1,0,1,1,1
buyusa.gov,0,0,1,1,1,1,1,1,1,0,0,0
census.gov,0,0,1,1,1,0,1,1,0,1,1,1
chips.gov,2,2,2,2,2,2,2,2,2,2,2,2
climate.gov,0,1,1,1,1,0,1,1,0,0,1,0
commerce.gov,0,1,1,1,1,1,1,1,0,1,1,1
dnsops.gov,0,1,1,1,1,1,1,0,0,0,0,0,3
doc.gov,2,2,2,2,2,2,2,2,2,2,2,2
drought.gov,0,1,1,1,1,1,1,1,0,0,1,1
eda.gov,0,0,1,1,1,1,1,1,0,1,1,1
export.gov,2,2,2,2,2,2,2,2,2,2,2,2
firstnet.gov,0,1,1,1,1,1,1,1,0,1,1,0
fishwatch.gov,0,1,1,1,1,0,1,1,0,0,1,0
goes-r.gov,0,1,1,1,1,0,1,1,0,0,1,0
gps.gov,0,1,1,1,1,0,1,1,0,0,0,0
heat.gov,0,1,1,1,1,1,1,0,0,1,0,0
hurricanes.gov,2,2,2,2,2,2,2,2,2,2,2,2
icams-portal.gov,0,1,1,1,1,1,1,1,0,0,0,0
internet4all.gov,0,1,1,1,1,1,1,1,0,0,1,0
internetforall.gov,0,1,1,1,1,1,1,1,0,0,1,0
luca-appeals.gov,2,2,2,2,2,2,2,2,2,2,2,2
manufacturing.gov,0,1,1,1,1,1,1,1,0,1,1,0
marinecadastre.gov,0,1,1,1,1,1,1,1,0,0,0,0
mbda.gov,0,0,1,1,1,1,1,1,0,1,1,1
mgi.gov,0,1,1,1,1,1,1,1,0,0,1,0,3
my2020census.gov,0,1,1,1,1,1,1,0,1,0,0,0,3
nehrp.gov,0,1,1,1,1,1,1,1,0,1,1,1
nist.gov,0,1,1,1,1,0,1,1,1,0,1,0
noaa.gov,0,1,1,1,1,0,1,1,0,0,1,0
ntia.gov,0,1,1,1,1,1,1,1,0,1,1,0
ntis.gov,2,2,2,2,2,2,2,2,2,2,2,2
papahanaumokuakea.gov,0,1,1,1,1,1,1,1,1,1,1,1
privacyshield.gov,0,0,1,1,1,0,1,0,0,0,1,0
pscr.gov,2,2,2,2,2,2,2,2,2,2,2,2
selectusa.gov,2,2,2,2,2,2,2,2,2,2,2,2
